PK	GRAPHEME	NAME	EXPLICIT	DATASET	FREQUENCY	URL	FEATURES	IMAGE	SOUND	NOTE
402	t̼	voiceless linguolabial stop consonant	+	bipa	0					
403	t͉	weak voiceless alveolar stop consonant	+	bipa	0					
404	t͉ʲ	weak palatalized voiceless alveolar stop consonant	+	bipa	0					
405	tθ	voiceless dental affricate consonant	+	bipa	0					
406	tθ̠	voiceless alveolar affricate consonant	+	bipa	0					
407	tⁿ	with-nasal-release voiceless alveolar stop consonant	+	bipa	0					
408	u	rounded close back vowel	+	bipa	0					
409	uː	long rounded close back vowel	+	bipa	0					
410	uːː	ultra-long rounded close back vowel	+	bipa	0					
411	uˑ	mid-long rounded close back vowel	+	bipa	0					
412	ùːː	ultra-long rounded close back with-low_tone vowel	+	bipa	0					
413	úːː	ultra-long rounded close back with-high_tone vowel	+	bipa	0					
414	ûːː	ultra-long rounded close back with-falling_tone vowel	+	bipa	0					
415	ũ	nasalized rounded close back vowel	+	bipa	0					
416	ũː	long nasalized rounded close back vowel	+	bipa	0					
417	ǔːː	ultra-long rounded close back with-rising_tone vowel	+	bipa	0					
418	ṳ	breathy rounded close back vowel	+	bipa	0					
419	ṳːː	ultra-long breathy rounded close back vowel	+	bipa	0					
420	ṳ̀ːː	ultra-long breathy rounded close back with-low_tone vowel	+	bipa	0					
421	ṳ́ːː	ultra-long breathy rounded close back with-high_tone vowel	+	bipa	0					
422	ṳ̂ːː	ultra-long breathy rounded close back with-falling_tone vowel	+	bipa	0					
423	ṳ̌ːː	ultra-long breathy rounded close back with-rising_tone vowel	+	bipa	0					
424	u̥	devoiced rounded close back vowel	+	bipa	0					
425	ṵ	creaky rounded close back vowel	+	bipa	0					
426	v	voiced labio-dental fricative consonant	+	bipa	0					
427	vʲ	palatalized voiced labio-dental fricative consonant	+	bipa	0					
428	vː	long voiced labio-dental fricative consonant	+	bipa	0					
429	vːː	ultra-long voiced labio-dental fricative consonant	+	bipa	0					
430	v̥	devoiced voiced labio-dental fricative consonant	+	bipa	0					
431	v̩	syllabic voiced labio-dental fricative consonant	+	bipa	0					
432	w	voiced labio-velar approximant consonant	+	bipa	0					
433	wː	long voiced labio-velar approximant consonant	+	bipa	0					
434	wˠ	velarized voiced labio-velar approximant consonant	+	bipa	0					
435	w̃	nasalized voiced labio-velar approximant consonant	+	bipa	0					
436	x	voiceless velar fricative consonant	+	bipa	0					
437	xʀ̥	voiceless velar-and-uvular fricative consonant	+	bipa	0					
438	xʲ	palatalized voiceless velar fricative consonant	+	bipa	0					
439	xʷ	labialized voiceless velar fricative consonant	+	bipa	0					
440	xʼ	voiceless velar ejective fricative consonant	+	bipa	0					
441	x͉	weak voiceless velar fricative consonant	+	bipa	0					
442	y	rounded close front vowel	+	bipa	0					
443	yː	long rounded close front vowel	+	bipa	0					
444	yːː	ultra-long rounded close front vowel	+	bipa	0					
445	yˑ	mid-long rounded close front vowel	+	bipa	0					
446	ỹ	nasalized rounded close front vowel	+	bipa	0					
447	ỹː	long nasalized rounded close front vowel	+	bipa	0					
448	z	voiced alveolar sibilant fricative consonant	+	bipa	0					
449	zʲ	palatalized voiced alveolar sibilant fricative consonant	+	bipa	0					
450	z̥	devoiced voiced alveolar sibilant fricative consonant	+	bipa	0					
451	z̩	syllabic voiced alveolar sibilant fricative consonant	+	bipa	0					
452	z̪	voiced dental sibilant fricative consonant	+	bipa	0					
453	z̪̥	devoiced voiced dental sibilant fricative consonant	+	bipa	0					
454	z̫	voiced alveolar whistled-sibilant fricative consonant	+	bipa	0					
455	z̰	creaky voiced alveolar sibilant fricative consonant	+	bipa	0					
456	z̻	voiced laminal alveolar sibilant fricative consonant	+	bipa	0					
457	²	short from-mid-low tone	+	bipa	0					
458	²²	flat from-mid-low to-mid-low tone	+	bipa	0					
459	²²³	rising from-mid-low via-mid-low to-mid tone	+	bipa	0					
460	²²¹	falling from-mid-low via-mid-low to-low tone	+	bipa	0					
461	²²⁴	rising from-mid-low via-mid-low to-mid-high tone	+	bipa	0					
462	²²⁵	rising from-mid-low via-mid-low to-high tone	+	bipa	0					
463	²³	rising from-mid-low to-mid tone	+	bipa	0					
464	²³²	contour from-mid-low via-mid to-mid-low tone	+	bipa	0					
465	²³³	rising from-mid-low via-mid to-mid tone	+	bipa	0					
466	²³¹	contour from-mid-low via-mid to-low tone	+	bipa	0					
467	²¹	falling from-mid-low to-low tone	+	bipa	0					
468	²¹²	contour from-mid-low via-low to-mid-low tone	+	bipa	0					
469	²¹³	contour from-mid-low via-low to-mid tone	+	bipa	0					
470	²¹¹	falling from-mid-low via-low to-low tone	+	bipa	0					
471	²¹⁴	contour from-mid-low via-low to-mid-high tone	+	bipa	0					
472	²¹⁵	contour from-mid-low via-low to-high tone	+	bipa	0					
473	²⁴	rising from-mid-low to-mid-high tone	+	bipa	0					
474	²⁴²	contour from-mid-low via-mid-high to-mid-low tone	+	bipa	0					
475	²⁴³	contour from-mid-low via-mid-high to-mid tone	+	bipa	0					
476	²⁴¹	contour from-mid-low via-mid-high to-low tone	+	bipa	0					
477	²⁴⁴	rising from-mid-low via-mid-high to-mid-high tone	+	bipa	0					
478	²⁵	rising from-mid-low to-high tone	+	bipa	0					
479	²⁵²	contour from-mid-low via-high to-mid-low tone	+	bipa	0					
480	²⁵³	contour from-mid-low via-high to-mid tone	+	bipa	0					
481	²⁵¹	contour from-mid-low via-high to-low tone	+	bipa	0					
482	²⁵⁴	contour from-mid-low via-high to-mid-high tone	+	bipa	0					
483	²⁵⁵	rising from-mid-low via-high to-high tone	+	bipa	0					
484	³	short from-mid tone	+	bipa	0					
485	³²	falling from-mid to-mid-low tone	+	bipa	0					
486	³²²	falling from-mid via-mid-low to-mid-low tone	+	bipa	0					
487	³²³	contour from-mid via-mid-low to-mid tone	+	bipa	0					
488	³²⁴	contour from-mid via-mid-low to-mid-high tone	+	bipa	0					
489	³²⁵	contour from-mid via-mid-low to-high tone	+	bipa	0					
490	³³	flat from-mid to-mid tone	+	bipa	0					
491	³³²	falling from-mid via-mid to-mid-low tone	+	bipa	0					
492	³³¹	falling from-mid via-mid to-low tone	+	bipa	0					
493	³³⁴	rising from-mid via-mid to-mid-high tone	+	bipa	0					
494	³³⁵	rising from-mid via-mid to-high tone	+	bipa	0					
495	³¹	falling from-mid to-low tone	+	bipa	0					
496	³¹²	contour from-mid via-low to-mid-low tone	+	bipa	0					
497	³¹³	contour from-mid via-low to-mid tone	+	bipa	0					
498	³¹¹	falling from-mid via-low to-low tone	+	bipa	0					
499	³¹⁴	contour from-mid via-low to-mid-high tone	+	bipa	0					
500	³¹⁵	contour from-mid via-low to-high tone	+	bipa	0					
501	³⁴	rising from-mid to-mid-high tone	+	bipa	0					
502	³⁴²	contour from-mid via-mid-high to-mid-low tone	+	bipa	0					
503	³⁴³	contour from-mid via-mid-high to-mid tone	+	bipa	0					
504	³⁴¹	contour from-mid via-mid-high to-low tone	+	bipa	0					
505	³⁴⁴	rising from-mid via-mid-high to-mid-high tone	+	bipa	0					
506	³⁴⁵	contour from-mid via-mid-high to-high tone	+	bipa	0					
507	³⁵	rising from-mid to-high tone	+	bipa	0					
508	³⁵²	contour from-mid via-high to-mid-low tone	+	bipa	0					
509	³⁵³	contour from-mid via-high to-mid tone	+	bipa	0					
510	³⁵¹	contour from-mid via-high to-low tone	+	bipa	0					
511	³⁵⁴	contour from-mid via-high to-mid-high tone	+	bipa	0					
512	³⁵⁵	rising from-mid via-high to-high tone	+	bipa	0					
513	¹	short from-low tone	+	bipa	0					
514	¹²	rising from-low to-mid-low tone	+	bipa	0					
515	¹²²	rising from-low via-mid-low to-mid-low tone	+	bipa	0					
516	¹²¹	contour from-low via-mid-low to-low tone	+	bipa	0					
517	¹³	rising from-low to-mid tone	+	bipa	0					
518	¹³²	contour from-low via-mid to-mid-low tone	+	bipa	0					
519	¹³³	rising from-low via-mid to-mid tone	+	bipa	0					
520	¹³¹	contour from-low via-mid to-low tone	+	bipa	0					
521	¹¹	flat from-low to-low tone	+	bipa	0					
522	¹¹²	rising from-low via-low to-mid-low tone	+	bipa	0					
523	¹¹³	rising from-low via-low to-mid tone	+	bipa	0					
524	¹¹⁴	rising from-low via-low to-mid-high tone	+	bipa	0					
525	¹¹⁵	rising from-low via-low to-high tone	+	bipa	0					
526	¹⁴	rising from-low to-mid-high tone	+	bipa	0					
527	¹⁴²	contour from-low via-mid-high to-mid-low tone	+	bipa	0					
528	¹⁴³	contour from-low via-mid-high to-mid tone	+	bipa	0					
529	¹⁴¹	contour from-low via-mid-high to-low tone	+	bipa	0					
530	¹⁴⁴	rising from-low via-mid-high to-mid-high tone	+	bipa	0					
531	¹⁵	rising from-low to-high tone	+	bipa	0					
532	¹⁵²	contour from-low via-high to-mid-low tone	+	bipa	0					
533	¹⁵³	contour from-low via-high to-mid tone	+	bipa	0					
534	¹⁵¹	contour from-low via-high to-low tone	+	bipa	0					
535	¹⁵⁴	contour from-low via-high to-mid-high tone	+	bipa	0					
536	¹⁵⁵	rising from-low via-high to-high tone	+	bipa	0					
537	Ø	unspecified-voice unspecified-place unspecified-manner consonant	+	bipa	0					
538	Øʲ	palatalized unspecified-voice unspecified-place unspecified-manner consonant	+	bipa	0					
539	Øʷ	labialized unspecified-voice unspecified-place unspecified-manner consonant	+	bipa	0					
540	Øˠ	velarized unspecified-voice unspecified-place unspecified-manner consonant	+	bipa	0					
541	Ø̥	voiceless unspecified-place unspecified-manner consonant	+	bipa	0					
542	Ø̬	voiced unspecified-place unspecified-manner consonant	+	bipa	0					
543	æ	unrounded near-open front vowel	+	bipa	0					
544	æː	long unrounded near-open front vowel	+	bipa	0					
545	æːː	ultra-long unrounded near-open front vowel	+	bipa	0					
546	æˑ	mid-long unrounded near-open front vowel	+	bipa	0					
547	æ̀ːː	ultra-long unrounded near-open front with-low_tone vowel	+	bipa	0					
548	ǽːː	ultra-long unrounded near-open front with-high_tone vowel	+	bipa	0					
549	æ̂ːː	ultra-long unrounded near-open front with-falling_tone vowel	+	bipa	0					
550	æ̃	nasalized unrounded near-open front vowel	+	bipa	0					
551	æ̃ː	long nasalized unrounded near-open front vowel	+	bipa	0					
552	æ̌ːː	ultra-long unrounded near-open front with-rising_tone vowel	+	bipa	0					
553	æ̤ːː	ultra-long breathy unrounded near-open front vowel	+	bipa	0					
554	æ̤̀ːː	ultra-long breathy unrounded near-open front with-low_tone vowel	+	bipa	0					
555	ǽ̤ːː	ultra-long breathy unrounded near-open front with-high_tone vowel	+	bipa	0					
556	æ̤̂ːː	ultra-long breathy unrounded near-open front with-falling_tone vowel	+	bipa	0					
557	æ̤̌ːː	ultra-long breathy unrounded near-open front with-rising_tone vowel	+	bipa	0					
558	æ̰	creaky unrounded near-open front vowel	+	bipa	0					
559	ð	voiced dental fricative consonant	+	bipa	0					
560	ðː	long voiced dental fricative consonant	+	bipa	0					
561	ð̙	voiceless retracted-tongue-root dental fricative consonant	+	bipa	0					
562	ð̙ˀ	glottalized voiceless retracted-tongue-root dental fricative consonant	+	bipa	0					
563	ð̚	unreleased voiced dental fricative consonant	+	bipa	0					
564	ð̠	voiced alveolar fricative consonant	+	bipa	0					
565	ð̼	voiced linguolabial fricative consonant	+	bipa	0					
566	ð͉	weak voiced dental fricative consonant	+	bipa	0					
567	ø	rounded close-mid front vowel	+	bipa	0					
568	øː	long rounded close-mid front vowel	+	bipa	0					
569	øːː	ultra-long rounded close-mid front vowel	+	bipa	0					
570	øˑ	mid-long rounded close-mid front vowel	+	bipa	0					
571	ø̃	nasalized rounded close-mid front vowel	+	bipa	0					
572	ø̃ː	long nasalized rounded close-mid front vowel	+	bipa	0					
573	ø̞	rounded mid front vowel	+	bipa	0					
574	ø̞ː	long rounded mid front vowel	+	bipa	0					
575	ø̞̃	nasalized rounded mid front vowel	+	bipa	0					
576	ø̞̃ː	long nasalized rounded mid front vowel	+	bipa	0					
577	ħ	voiceless pharyngeal fricative consonant	+	bipa	0					
578	ŋ	voiced velar nasal consonant	+	bipa	0					
579	ŋm	voiced velar-and-bilabial nasal consonant	+	bipa	0					
580	ŋǀ	voiced dental nasal-click consonant	+	bipa	0					
581	ŋǁ	voiced alveolar lateral nasal-click consonant	+	bipa	0					
582	ŋǂ	voiced palatal nasal-click consonant	+	bipa	0					
583	ŋǃ	voiced alveolar nasal-click consonant	+	bipa	0					
584	ŋǃǃ	voiced retroflex nasal-click consonant	+	bipa	0					
585	ŋʘ	voiced labial nasal-click consonant	+	bipa	0					
586	ŋʷ	labialized voiced velar nasal consonant	+	bipa	0					
587	ŋː	long voiced velar nasal consonant	+	bipa	0					
588	ŋ̊	devoiced voiced velar nasal consonant	+	bipa	0					
589	ŋ̊ǀ	devoiced voiced dental nasal-click consonant	+	bipa	0					
590	ŋ̊ǁ	devoiced voiced alveolar lateral nasal-click consonant	+	bipa	0					
591	ŋ̊ǂ	devoiced voiced palatal nasal-click consonant	+	bipa	0					
592	ŋ̊ǃ	devoiced voiced alveolar nasal-click consonant	+	bipa	0					
593	ŋ̊ǃǃ	devoiced voiced retroflex nasal-click consonant	+	bipa	0					
594	ŋ̊ʘ	devoiced voiced labial nasal-click consonant	+	bipa	0					
595	ŋ̍	syllabic voiced velar nasal consonant	+	bipa	0					
596	ŋ̥m̥	voiceless bilabial-and-velar nasal consonant	+	bipa	0					
597	œ	rounded open-mid front vowel	+	bipa	0					
598	œː	long rounded open-mid front vowel	+	bipa	0					
599	œ̃	nasalized rounded open-mid front vowel	+	bipa	0					
600	œ̃ː	long nasalized rounded open-mid front vowel	+	bipa	0					
601	ǀ	voiceless dental click consonant	+	bipa	0					
602	ǁ	voiceless alveolar lateral click consonant	+	bipa	0					
603	ǂ	voiceless palatal click consonant	+	bipa	0					
604	ǃ	voiceless alveolar click consonant	+	bipa	0					
605	ǃǃ	voiceless retroflex click consonant	+	bipa	0					
606	ȡ	voiced alveolo-palatal stop consonant	+	bipa	0					Sound used in Sinologist tradition, we retain it, as the place of articulation is supposed to be between post-alveolar and alveolar, and we prefer a single symbol to distinguish differences in place.
607	ȴ	voiced alveolo-palatal lateral approximant consonant	+	bipa	0					
608	ȵ	voiced alveolo-palatal nasal consonant	+	bipa	0					
609	ȵ̊	devoiced voiced alveolo-palatal nasal consonant	+	bipa	0					
610	ȶ	voiceless alveolo-palatal stop consonant	+	bipa	0					Sound used in Sinologist tradition, we retain it, as the place of articulation is supposed to be between post-alveolar and alveolar, and we prefer a single symbol to distinguish differences in place.
611	ȶ͉	weak voiceless alveolo-palatal stop consonant	+	bipa	0					
612	ɐ	unrounded near-open central vowel	+	bipa	0					
613	ɐː	long unrounded near-open central vowel	+	bipa	0					
614	ɐ̃	nasalized unrounded near-open central vowel	+	bipa	0					
615	ɐ̃ː	long nasalized unrounded near-open central vowel	+	bipa	0					
616	ɐ̯	non-syllabic unrounded near-open central vowel	+	bipa	0					
617	ɑ	unrounded open back vowel	+	bipa	0					
618	ɑː	long unrounded open back vowel	+	bipa	0					
619	ɑːː	ultra-long unrounded open back vowel	+	bipa	0					
620	ɑ̃	nasalized unrounded open back vowel	+	bipa	0					
621	ɑ̃ː	long nasalized unrounded open back vowel	+	bipa	0					
622	ɑ̟	advanced unrounded open back vowel	+	bipa	0					
623	ɒ	rounded open back vowel	+	bipa	0					
624	ɒː	long rounded open back vowel	+	bipa	0					
625	ɒ̃	nasalized rounded open back vowel	+	bipa	0					
626	ɒ̃ː	long nasalized rounded open back vowel	+	bipa	0					
627	ɓ	voiced bilabial implosive consonant	+	bipa	0					
628	ɓʲ	palatalized voiced bilabial implosive consonant	+	bipa	0					
629	ɔ	rounded open-mid back vowel	+	bipa	0					
630	ɔː	long rounded open-mid back vowel	+	bipa	0					
631	ɔːː	ultra-long rounded open-mid back vowel	+	bipa	0					
632	ɔ̀ːː	ultra-long rounded open-mid back with-low_tone vowel	+	bipa	0					
633	ɔ́ːː	ultra-long rounded open-mid back with-high_tone vowel	+	bipa	0					
634	ɔ̂ːː	ultra-long rounded open-mid back with-falling_tone vowel	+	bipa	0					
635	ɔ̃	nasalized rounded open-mid back vowel	+	bipa	0					
636	ɔ̃ː	long nasalized rounded open-mid back vowel	+	bipa	0					
637	ɔ̌ːː	ultra-long rounded open-mid back with-rising_tone vowel	+	bipa	0					
638	ɔ̤ːː	ultra-long breathy rounded open-mid back vowel	+	bipa	0					
639	ɔ̤̀ːː	ultra-long breathy rounded open-mid back with-low_tone vowel	+	bipa	0					
640	ɔ̤́ːː	ultra-long breathy rounded open-mid back with-high_tone vowel	+	bipa	0					
641	ɔ̤̂ːː	ultra-long breathy rounded open-mid back with-falling_tone vowel	+	bipa	0					
