SOUND_CLASS	DESCRIPTION	FEATURES	GRAPHEMES
A	affricate consonant	affricate	cçʲʷʰ|cçʷʰː|cçʷʰˠ|cçʷʰˤ|cç’ʷˤ|dz̪ʲʷʰ|dz̪ʷʰː|dz̪ʷʰˠ|dz̪ʷʰˤ|ts̪ʲʷʰ|ts̪ʷʰː|ts̪ʷʰˠ|ts̪ʷʰˤ|ts̪’ʲʷ|ts̪’ʷˤ|tɬ̪ʲʷʰ|tɬ̪ʷʰː|tɬ̪ʷʰˠ|tɬ̪ʷʰˤ|tɬ̪’ʷˤ|bvʲʷʰ|bvʷʰː|bvʷʰˠ|bvʷʰˤ|bβʲʷʰ|bβʷʰː|bβʷʰˠ|bβʷʰˤ|cçʰː|cçʰˠ|cçʰˤ|cçʲʰ|cçʲʷ|cçʲː|cçʷʰ|cçʷˀ|cçʷː|cçʷˠ|cçʷˤ|cçˠː|cçˤː|cçᶣʰ|cç’ʲ|cç’ʷ|cç’ː|cç’ˤ|dzʲʷʰ|dzʷʰː|dzʷʰˠ|dzʷʰˤ|dz̪ʰː|dz̪ʰˠ|dz̪ʰˤ|dz̪ʱː|dz̪ʱˠ|dz̪ʱˤ|dz̪ʲʰ|dz̪ʲʱ|dz̪ʲʷ|dz̪ʲː|dz̪ʷʰ|dz̪ʷʱ|dz̪ʷˀ|dz̪ʷː|dz̪ʷˠ|dz̪ʷˤ|dz̪ˠː|dz̪ˤː|dz̪̃ː|dz̪̃ˤ|dz̪̰ʲ|dz̪̰ʷ|dz̪̰ː|dz̪̰ˠ|dz̪̰ˤ|dz̪̰̃|dz̪ᶣʰ|dðʲʷʰ|dðʷʰː|dðʷʰˠ|dðʷʰˤ|dɮʲʷʰ|dɮʷʰː|dɮʷʰˠ|dɮʷʰˤ|dʑʲʷʰ|dʑʷʰː|dʑʷʰˠ|dʑʷʰˤ|dʒʲʷʰ|dʒʷʰː|dʒʷʰˠ|dʒʷʰˤ|gɣʲʷʰ|gɣʷʰː|gɣʷʰˠ|gɣʷʰˤ|kxʲʷʰ|kxʷʰː|kxʷʰˠ|kxʷʰˤ|kx’ʷˤ|pfʲʷʰ|pfʷʰː|pfʷʰˠ|pfʷʰˤ|pf’ʷˤ|pɸʲʷʰ|pɸʷʰː|pɸʷʰˠ|pɸʷʰˤ|pɸ’ʷˤ|qχʲʷʰ|qχʷʰː|qχʷʰˠ|qχʷʰˤ|qχ’ʷˤ|tsʲʷʰ|tsʷʰː|tsʷʰˠ|tsʷʰˤ|ts̪ʲʰ|ts̪ʲʷ|ts̪ʲː|ts̪ʷʰ|ts̪ʷˀ|ts̪ʷː|ts̪ʷˠ|ts̪ʷˤ|ts̪ˠː|ts̪ˤː|ts̪’ʲ|ts̪’ʷ|ts̪’ː|ts̪’ˤ|ts’ʲʰ|ts’ʷˤ|tɕʲʷʰ|tɕʷʰː|tɕʷʰˠ|tɕʷʰˤ|tɕ’ʷˤ|tɬʲʷʰ|tɬʷʰː|tɬʷʰˠ|tɬʷʰˤ|tɬ̪ʰː|tɬ̪ʰˠ|tɬ̪ʰˤ|tɬ̪ʲʰ|tɬ̪ʲʷ|tɬ̪ʲː|tɬ̪ʷʰ|tɬ̪ʷˀ|tɬ̪ʷː|tɬ̪ʷˠ|tɬ̪ʷˤ|tɬ̪ˠː|tɬ̪ˤː|tɬ̪ᶣʰ|tɬ̪’ʲ|tɬ̪’ʷ|tɬ̪’ː|tɬ̪’ˤ|tɬ’ʷˤ|tʃʲʷʰ|tʃʷʰː|tʃʷʰˠ|tʃʷʰˤ|tʃ’ʷˤ|tθʲʷʰ|tθʷʰː|tθʷʰˠ|tθʷʰˤ|tθ’ʷˤ|ɖʐʲʷʰ|ɖʐʷʰː|ɖʐʷʰˠ|ɖʐʷʰˤ|ɟʝʲʷʰ|ɟʝʷʰː|ɟʝʷʰˠ|ɟʝʷʰˤ|ɢʁʲʷʰ|ɢʁʷʰː|ɢʁʷʰˠ|ɢʁʷʰˤ|ʈʂʲʷʰ|ʈʂʷʰː|ʈʂʷʰˠ|ʈʂʷʰˤ|ʈʂ’ʷˤ|ⁿtʃʷʰ|bvʰː|bvʰˠ|bvʰˤ|bvʱː|bvʱˠ|bvʱˤ|bvʲʰ|bvʲʱ|bvʲʷ|bvʲː|bvʷʰ|bvʷʱ|bvʷˀ|bvʷː|bvʷˠ|bvʷˤ|bvˠː|bvˤː|bṽː|bṽˤ|bv̰ʲ|bv̰ʷ|bv̰ː|bv̰ˠ|bv̰ˤ|bṽ̰|bβʰː|bβʰˠ|bβʰˤ|bβʱː|bβʱˠ|bβʱˤ|bβʲʰ|bβʲʱ|bβʲʷ|bβʲː|bβʷʰ|bβʷʱ|bβʷˀ|bβʷː|bβʷˠ|bβʷˤ|bβˠː|bβˤː|bβ̃ː|bβ̃ˤ|bβ̰ʲ|bβ̰ʷ|bβ̰ː|bβ̰ˠ|bβ̰ˤ|bβ̰̃|cçʰ|cçʲ|cçʷ|cçˀ|cçː|cçˠ|cçˤ|cç̟|cç̠|cç̺|cç̻|cçᶣ|cç’|dzʰː|dzʰˠ|dzʰˤ|dzʱː|dzʱˠ|dzʱˤ|dzʲʰ|dzʲʱ|dzʲʷ|dzʲː|dzʷʰ|dzʷʱ|dzʷˀ|dzʷː|dzʷˠ|dzʷˤ|dzˠː|dzˤː|dz̃ː|dz̃ˤ|dz̪ʰ|dz̪ʱ|dz̪ʲ|dz̪ʷ|dz̪ˀ|dz̪ː|dz̪ˠ|dz̪ˤ|dz̪̃|dz̪̟|dz̪̠|dz̪̰|dz̪̺|dz̪̻|dz̪ᶣ|dz̰ʲ|dz̰ʷ|dz̰ː|dz̰ˠ|dz̰ˤ|dz̰̃|dzᶣʰ|dðʰː|dðʰˠ|dðʰˤ|dðʱː|dðʱˠ|dðʱˤ|dðʲʰ|dðʲʱ|dðʲʷ|dðʲː|dðʷʰ|dðʷʱ|dðʷˀ|dðʷː|dðʷˠ|dðʷˤ|dðˠː|dðˤː|dð̃ː|dð̃ˤ|dð̰ʲ|dð̰ʷ|dð̰ː|dð̰ˠ|dð̰ˤ|dð̰̃|dðᶣʰ|dɮʰː|dɮʰˠ|dɮʰˤ|dɮʱː|dɮʱˠ|dɮʱˤ|dɮʲʰ|dɮʲʱ|dɮʲʷ|dɮʲː|dɮʷʰ|dɮʷʱ|dɮʷˀ|dɮʷː|dɮʷˠ|dɮʷˤ|dɮˠː|dɮˤː|dɮ̃ː|dɮ̃ˤ|dɮ̰ʲ|dɮ̰ʷ|dɮ̰ː|dɮ̰ˠ|dɮ̰ˤ|dɮ̰̃|dɮᶣʰ|dʑʰː|dʑʰˠ|dʑʰˤ|dʑʱː|dʑʱˠ|dʑʱˤ|dʑʲʰ|dʑʲʱ|dʑʲʷ|dʑʲː|dʑʷʰ|dʑʷʱ|dʑʷˀ|dʑʷː|dʑʷˠ|dʑʷˤ|dʑˠː|dʑˤː|dʑ̃ː|dʑ̃ˤ|dʑ̰ʲ|dʑ̰ʷ|dʑ̰ː|dʑ̰ˠ|dʑ̰ˤ|dʑ̰̃|dʑᶣʰ|dʒʰː|dʒʰˠ|dʒʰˤ|dʒʱː|dʒʱˠ|dʒʱˤ|dʒʲʰ|dʒʲʱ|dʒʲʷ|dʒʲː|dʒʷʰ|dʒʷʱ|dʒʷˀ|dʒʷː|dʒʷˠ|dʒʷˤ|dʒˠː|dʒˤː|dʒ̃ː|dʒ̃ˤ|dʒ̰ʲ|dʒ̰ʷ|dʒ̰ː|dʒ̰ˠ|dʒ̰ˤ|dʒ̰̃|dʒᶣʰ|gɣʰː|gɣʰˠ|gɣʰˤ|gɣʱː|gɣʱˠ|gɣʱˤ|gɣʲʰ|gɣʲʱ|gɣʲʷ|gɣʲː|gɣʷʰ|gɣʷʱ|gɣʷˀ|gɣʷː|gɣʷˠ|gɣʷˤ|gɣˠː|gɣˤː|gɣ̃ː|gɣ̃ˤ|gɣ̰ʲ|gɣ̰ʷ|gɣ̰ː|gɣ̰ˠ|gɣ̰ˤ|gɣ̰̃|gɣᶣʰ|kxʰː|kxʰˠ|kxʰˤ|kxʲʰ|kxʲʷ|kxʲː|kxʷʰ|kxʷˀ|kxʷː|kxʷˠ|kxʷˤ|kxˠː|kxˤː|kxᶣʰ|kx’ʲ|kx’ʷ|kx’ː|kx’ˤ|pfʰː|pfʰˠ|pfʰˤ|pfʲʰ|pfʲʷ|pfʲː|pfʷʰ|pfʷˀ|pfʷː|pfʷˠ|pfʷˤ|pfˠː|pfˤː|pf’ʲ|pf’ʷ|pf’ː|pf’ˤ|pɸʰː|pɸʰˠ|pɸʰˤ|pɸʲʰ|pɸʲʷ|pɸʲː|pɸʷʰ|pɸʷˀ|pɸʷː|pɸʷˠ|pɸʷˤ|pɸˠː|pɸˤː|pɸ’ʲ|pɸ’ʷ|pɸ’ː|pɸ’ˤ|qχʰː|qχʰˠ|qχʰˤ|qχʲʰ|qχʲʷ|qχʲː|qχʷʰ|qχʷˀ|qχʷː|qχʷˠ|qχʷˤ|qχˠː|qχˤː|qχᶣʰ|qχ’ʲ|qχ’ʷ|qχ’ː|qχ’ˤ|tsʰː|tsʰˠ|tsʰˤ|tsʲʰ|tsʲʷ|tsʲː|tsʷʰ|tsʷˀ|tsʷː|tsʷˠ|tsʷˤ|tsˠː|tsˤː|ts̪ʰ|ts̪ʲ|ts̪ʷ|ts̪ʼ|ts̪ˀ|ts̪ː|ts̪ˠ|ts̪ˤ|ts̪̟|ts̪̠|ts̪̺|ts̪̻|ts̪ᶣ|tsᶣʰ|ts’ʰ|ts’ʲ|ts’ʷ|ts’ː|ts’ˤ|tɕʰː|tɕʰˠ|tɕʰˤ|tɕʲʰ|tɕʲʷ|tɕʲː|tɕʷʰ|tɕʷˀ|tɕʷː|tɕʷˠ|tɕʷˤ|tɕˠː|tɕˤː|tɕᶣʰ|tɕ’ʲ|tɕ’ʷ|tɕ’ː|tɕ’ˤ|tɬʰː|tɬʰˠ|tɬʰˤ|tɬʲʰ|tɬʲʷ|tɬʲː|tɬʷʰ|tɬʷˀ|tɬʷː|tɬʷˠ|tɬʷˤ|tɬˠː|tɬˤː|tɬ̪ʰ|tɬ̪ʲ|tɬ̪ʷ|tɬ̪ʼ|tɬ̪ˀ|tɬ̪ː|tɬ̪ˠ|tɬ̪ˤ|tɬ̪̟|tɬ̪̠|tɬ̪̺|tɬ̪̻|tɬ̪ᶣ|tɬᶣʰ|tɬ’ʰ|tɬ’ʲ|tɬ’ʷ|tɬ’ː|tɬ’ˤ|tʃʰː|tʃʰˠ|tʃʰˤ|tʃʲʰ|tʃʲʷ|tʃʲː|tʃʷʰ|tʃʷˀ|tʃʷː|tʃʷˠ|tʃʷˤ|tʃʼː|tʃˠː|tʃˤː|tʃ̺ʰ|tʃᶣʰ|tʃ’ʲ|tʃ’ʷ|tʃ’ˤ|tθʰː|tθʰˠ|tθʰˤ|tθʲʰ|tθʲʷ|tθʲː|tθʷʰ|tθʷˀ|tθʷː|tθʷˠ|tθʷˤ|tθˠː|tθˤː|tθᶣʰ|tθ’ʲ|tθ’ʷ|tθ’ː|tθ’ˤ|ɖʐʰː|ɖʐʰˠ|ɖʐʰˤ|ɖʐʱː|ɖʐʱˠ|ɖʐʱˤ|ɖʐʲʰ|ɖʐʲʱ|ɖʐʲʷ|ɖʐʲː|ɖʐʷʰ|ɖʐʷʱ|ɖʐʷˀ|ɖʐʷː|ɖʐʷˠ|ɖʐʷˤ|ɖʐˠː|ɖʐˤː|ɖʐ̃ː|ɖʐ̃ˤ|ɖʐ̰ʲ|ɖʐ̰ʷ|ɖʐ̰ː|ɖʐ̰ˠ|ɖʐ̰ˤ|ɖʐ̰̃|ɖʐᶣʰ|ɟʝʰː|ɟʝʰˠ|ɟʝʰˤ|ɟʝʱː|ɟʝʱˠ|ɟʝʱˤ|ɟʝʲʰ|ɟʝʲʱ|ɟʝʲʷ|ɟʝʲː|ɟʝʷʰ|ɟʝʷʱ|ɟʝʷˀ|ɟʝʷː|ɟʝʷˠ|ɟʝʷˤ|ɟʝˠː|ɟʝˤː|ɟʝ̃ː|ɟʝ̃ˤ|ɟʝ̰ʲ|ɟʝ̰ʷ|ɟʝ̰ː|ɟʝ̰ˠ|ɟʝ̰ˤ|ɟʝ̰̃|ɟʝᶣʰ|ɢʁʰː|ɢʁʰˠ|ɢʁʰˤ|ɢʁʱː|ɢʁʱˠ|ɢʁʱˤ|ɢʁʲʰ|ɢʁʲʱ|ɢʁʲʷ|ɢʁʲː|ɢʁʷʰ|ɢʁʷʱ|ɢʁʷˀ|ɢʁʷː|ɢʁʷˠ|ɢʁʷˤ|ɢʁˠː|ɢʁˤː|ɢʁ̃ː|ɢʁ̃ˤ|ɢʁ̰ʲ|ɢʁ̰ʷ|ɢʁ̰ː|ɢʁ̰ˠ|ɢʁ̰ˤ|ɢʁ̰̃|ɢʁᶣʰ|ʈʂʰː|ʈʂʰˠ|ʈʂʰˤ|ʈʂʲʰ|ʈʂʲʷ|ʈʂʲː|ʈʂʷʰ|ʈʂʷˀ|ʈʂʷː|ʈʂʷˠ|ʈʂʷˤ|ʈʂˤː|ʈʂᶣʰ|ʈʂ’ʲ|ʈʂ’ʷ|ʈʂ’ː|ʈʂ’ˤ|ʰʈʂʰ|ˀcç|ˀdz̪|ˀts̪|ˀtɬ̪|ⁿtʃʰ|ⁿtʃʷ|ⁿtʃ’|ⁿʈʂʰ|bvʰ|bvʱ|bvʲ|bvʷ|bvˀ|bvː|bvˠ|bvˤ|bṽ|bv̟|bv̠|bv̰|bβʰ|bβʱ|bβʲ|bβʷ|bβˀ|bβː|bβˠ|bβˤ|bβ̃|bβ̟|bβ̠|bβ̰|cç|dzʰ|dzʱ|dzʲ|dzʷ|dzˀ|dzː|dzˠ|dzˤ|dz̃|dz̟|dz̠|dz̪|dz̰|dz̺|dz̻|dzᶣ|dz’|dðʰ|dðʱ|dðʲ|dðʷ|dðˀ|dðː|dðˠ|dðˤ|dð̃|dð̟|dð̠|dð̰|dð̺|dð̻|dðᶣ|dɮʰ|dɮʱ|dɮʲ|dɮʷ|dɮˀ|dɮː|dɮˠ|dɮˤ|dɮ̃|dɮ̟|dɮ̠|dɮ̰|dɮ̺|dɮ̻|dɮᶣ|dɮ’|dʑʰ|dʑʱ|dʑʲ|dʑʷ|dʑˀ|dʑː|dʑˠ|dʑˤ|dʑ̃|dʑ̟|dʑ̠|dʑ̰|dʑ̺|dʑ̻|dʑᶣ|dʒʰ|dʒʱ|dʒʲ|dʒʷ|dʒˀ|dʒˠ|dʒˤ|dʒ̃|dʒ̟|dʒ̠|dʒ̰|dʒ̺|dʒ̻|dʒᶣ|dʒ’|dːʒ|d̪ɮ|gɣʰ|gɣʱ|gɣʲ|gɣʷ|gɣˀ|gɣː|gɣˠ|gɣˤ|gɣ̃|gɣ̟|gɣ̠|gɣ̰|gɣᶣ|kxʰ|kxʲ|kxʷ|kxˀ|kxː|kxˠ|kxˤ|kx̟|kx̠|kxᶣ|kx’|kʼ|pfʰ|pfʲ|pfʷ|pfʼ|pfˀ|pfː|pfˠ|pfˤ|pf̟|pf̠|pɸʰ|pɸʲ|pɸʷ|pɸˀ|pɸː|pɸˠ|pɸˤ|pɸ̟|pɸ̠|pɸ’|qχʰ|qχʲ|qχʷ|qχˀ|qχː|qχˠ|qχˤ|qχ̟|qχ̠|qχᶣ|qχ’|tsʰ|tsʱ|tsʲ|tsʷ|tsʼ|tsˀ|tsː|tsˠ|tsˤ|ts̟|ts̠|ts̪|ts̰|ts̺|ts̻|tsᶣ|tɕʰ|tɕʲ|tɕʷ|tɕˀ|tɕː|tɕˠ|tɕˤ|tɕ̟|tɕ̠|tɕ̺|tɕ̻|tɕᶣ|tɕ’|tɬʰ|tɬʲ|tɬʷ|tɬʼ|tɬˀ|tɬː|tɬˠ|tɬˤ|tɬ̟|tɬ̠|tɬ̪|tɬ̰|tɬ̺|tɬ̻|tɬᶣ|tʃʰ|tʃʱ|tʃʲ|tʃʷ|tʃʼ|tʃˀ|tʃː|tʃˠ|tʃˤ|tʃ̚|tʃ̟|tʃ̠|tʃ̰|tʃ̺|tʃ̻|tʃᶣ|tθʲ|tθʷ|tθˀ|tθː|tθˠ|tθˤ|tθ̟|tθ̠|tθ̺|tθ̻|tθᶣ|tθ’|ɖʐʰ|ɖʐʱ|ɖʐʲ|ɖʐʷ|ɖʐˀ|ɖʐˠ|ɖʐˤ|ɖʐ̃|ɖʐ̟|ɖʐ̠|ɖʐ̰|ɖʐ̺|ɖʐ̻|ɖʐᶣ|ɟʝʰ|ɟʝʱ|ɟʝʲ|ɟʝʷ|ɟʝˀ|ɟʝː|ɟʝˠ|ɟʝˤ|ɟʝ̃|ɟʝ̞|ɟʝ̟|ɟʝ̠|ɟʝ̰|ɟʝ̺|ɟʝ̻|ɟʝᶣ|ɢʁʰ|ɢʁʱ|ɢʁʲ|ɢʁʷ|ɢʁˀ|ɢʁː|ɢʁˠ|ɢʁˤ|ɢʁ̃|ɢʁ̟|ɢʁ̠|ɢʁ̰|ɢʁᶣ|ʈʂʰ|ʈʂʲ|ʈʂʷ|ʈʂˀ|ʈʂː|ʈʂˠ|ʈʂˤ|ʈʂ̟|ʈʂ̠|ʈʂ̺|ʈʂ̻|ʈʂᶣ|ʈʂ’|ʷts|ʷtɕ|ˀbv|ˀbβ|ˀdz|ˀdð|ˀdɮ|ˀdʑ|ˀdʒ|ˀgɣ|ˀkx|ˀpf|ˀpɸ|ˀqχ|ˀts|ˀtɕ|ˀtɬ|ˀtʃ|ˀtθ|ˀɖʐ|ˀɟʝ|ˀɢʁ|ˀʈʂ|ⁿdʒ|ⁿtʃ|ⁿɖʐ|ⁿʈʂ|bv|bβ|dz|dð|dɮ|dʑ|dʒ|gɣ|kx|k|pf|pɸ|qχ|ts|tɕ|tɬ|tʃ|tθ|ɖʐ|ɟʝ|ɢʁ|ʈʂ|ʔh
B	back vowel	vowel,back	õ̥̯ː|ũ̞̜ˑ|ũ̥̯ː|ɑ̥̯̃ː|ɒ̥̯̃ː|ɔ̜̃ː̟|ɔ̥̯̃ː|ɤ̥̯̃ː|ɯ̥̯̃ː|ʌ̥̯̃ː|ôˑ̠|ô̝ː|ô̝ˑ|õ̝ː|o̝̜ˑ|o̞ˤː|ô̞ː|ô̞ˑ|õ̞ː|õ̞ˑ|o̞̜ː|o̞̜ˑ|õ̤ˤ|õ̥ː|o̥̯ː|õ̥̯|õ̯ː|ô̹ˑ|õ̹ˑ|u˞ˤː|ũː̠|û̜ˑ|û̞ː|û̞ˑ|ũ̞ː|ũ̞ˑ|u̞̜ˑ|u̞̹ː|ṳ̃ː|ṳ̃ˤ|ũ̥ː|u̥̯ː|ũ̥̯|ũ̯ː|ɑ̂ː̟|ɑ̂ː̠|ɑ̃ː̟|ɑ̃ˑ̟|ɑ̝̹ˑ|ɑ̥̃ː|ɑ̥̯ː|ɑ̥̯̃|ɑ̯̃ː|ɑ̹ˑ̠|ɒ̥̃ː|ɒ̥̯ː|ɒ̥̯̃|ɒ̯̃ː|ɔ̃ˤː|ɔ̜ː̟|ɔ̜̂ː|ɔ̜̃ː|ɔ̜̃ˑ|ɔ̜̰̟|ɔ̝̃ː|ɔ̝̃ˑ|ɔ̝̜ˑ|ɔ̞ˑ̟|ɔ̞̂ː|ɔ̞̂ˑ|ɔ̞̃ː|ɔ̞̜ˑ|ɔ̤̃ː|ɔ̥̃ː|ɔ̥̯ː|ɔ̥̯̃|ɔ̯̃ː|ɤ̞̃ː|ɤ̞̟̃|ɤ̥̃ː|ɤ̥̯ː|ɤ̥̯̃|ɤ̯̃ː|ɯ̥̃ː|ɯ̥̯ː|ɯ̥̯̃|ɯ̯̃ː|ɯ̰ː̽|ʌ̥̃ː|ʌ̥̯ː|ʌ̥̯̃|ʌ̯̃ː|oːː|oː̟|oː̠|oˑ̟|oˠː|oˤː|ôː|ôˑ|õˀ|õː|õˑ|õˤ|ǒˑ|o̘ː|o̘ˠ|o̙ː|o̙ˠ|o̜ː|o̜ˑ|o̝ː|o̝ˑ|ô̝|õ̝|o̝̹|o̞ː|o̞ˑ|o̞ˤ|ô̞|õ̞|o̞̙|o̞̜|o̞̟|o̞̥|o̞̰|o̤ː|o̤ˑ|o̤ˠ|o̤ˤ|õ̤|o̥ː|o̥ˠ|o̥ˤ|õ̥|o̥̤|o̥̯|o̯ː|õ̯|o̰ː|o̰ˑ|o̰ˠ|o̰ˤ|õ̰|o̹ˑ|ô̹|uːː|uː̠|uˑ̟|u˞ˤ|uˤː|ûː|ûˑ|ũː|ũˑ|ũˤ|ǔˑ|u̘ː|u̙ː|u̜ː|u̜ˑ|ŭ̜|ǔ̜|u̝ː|ŭ̝|u̞ː|u̞ˑ|û̞|ũ̞|ŭ̞|u̞̜|ṳː|ṳˤ|ṳ̃|u̥ː|u̥ˑ|u̥ˤ|ũ̥|u̥̤|u̥̯|u̯ː|ũ̯|ṵː|ṵˤ|ṵ̃|u̹ː|u̹ˑ|ŭ̹|ɑː̟|ɑː̠|ɑˑ̟|ɑˑ̠|ɑ˞ː|ɑˠː|ɑˤː|ɑ̂ː|ɑ̂ˑ|ɑ̃ː|ɑ̃ˑ|ɑ̃˞|ɑ̃ˤ|ɑ̟̃|ɑ̌ˑ|ɑ̘ː|ɑ̘ˠ|ɑ̙ː|ɑ̙ˠ|ɑ̝ː|ɑ̝ˑ|ɑ̝̃|ɑ̝̟|ɑ̝̹|ɑ̞ˑ|ɑ̤ː|ɑ̤ˠ|ɑ̤ˤ|ɑ̥ː|ɑ̥ˠ|ɑ̥ˤ|ɑ̥̃|ɑ̥̤|ɑ̥̯|ɑ̯ː|ɑ̯̃|ɑ̰ː|ɑ̰ˠ|ɑ̰ˤ|ɑ̰̃|ɑ̹ˑ|ɑ̹̠|ɒˠː|ɒˤː|ɒ̃ː|ɒ̃ˤ|ɒ̘ː|ɒ̘ˠ|ɒ̙ː|ɒ̙ˠ|ɒ̤ː|ɒ̤ˠ|ɒ̤ˤ|ɒ̥ː|ɒ̥ˠ|ɒ̥ˤ|ɒ̥̃|ɒ̥̤|ɒ̥̯|ɒ̯ː|ɒ̯̃|ɒ̰ː|ɒ̰ˠ|ɒ̰ˤ|ɒ̰̃|ɔː̟|ɔː̠|ɔˑ̟|ɔˑ̠|ɔ˞ː|ɔˠː|ɔˤː|ɔ̂ː|ɔ̂ˑ|ɔ̃ː|ɔ̃ˑ|ɔ̃ˤ|ɔ̌ˑ|ɔ̘ː|ɔ̘ˠ|ɔ̙ː|ɔ̙ˠ|ɔ̜ː|ɔ̜ˑ|ɔ̜̟|ɔ̝ː|ɔ̝ˑ|ɔ̝̃|ɔ̝̜|ɔ̞ː|ɔ̞ˑ|ɔ̞̃|ɔ̞̆|ɔ̞̜|ɔ̤ː|ɔ̤ˑ|ɔ̤ˠ|ɔ̤ˤ|ɔ̥ː|ɔ̥ˠ|ɔ̥ˤ|ɔ̥̃|ɔ̥̤|ɔ̥̯|ɔ̯ː|ɔ̯̃|ɔ̰ː|ɔ̰ˑ|ɔ̰ˠ|ɔ̰ˤ|ɔ̰̃|ɔ̹ˑ|ɤː̟|ɤˠː|ɤˤː|ɤ̃ː|ɤ̃ˤ|ɤ̘ː|ɤ̘ˠ|ɤ̙ː|ɤ̙ˠ|ɤ̞ː|ɤ̞̃|ɤ̞̆|ɤ̤ː|ɤ̤ˠ|ɤ̤ˤ|ɤ̥ː|ɤ̥ˠ|ɤ̥ˤ|ɤ̥̃|ɤ̥̤|ɤ̥̯|ɤ̯ː|ɤ̯̃|ɤ̰ː|ɤ̰ˠ|ɤ̰ˤ|ɤ̰̃|ɤ̹̟|ɯˤː|ɯ̃ː|ɯ̃ˤ|ɯ̘ː|ɯ̙ː|ɯ̞̆|ɯ̞̯|ɯ̤ː|ɯ̤ˤ|ɯ̥ː|ɯ̥ˤ|ɯ̥̃|ɯ̥̤|ɯ̥̯|ɯ̯ː|ɯ̯̃|ɯ̰ː|ɯ̰ˤ|ɯ̰̃|ʌˠː|ʌˤː|ʌ̃ː|ʌ̃ˤ|ʌ̘ː|ʌ̘ˠ|ʌ̙ː|ʌ̙ˠ|ʌ̤ː|ʌ̤ˠ|ʌ̤ˤ|ʌ̤̃|ʌ̥ː|ʌ̥ˠ|ʌ̥ˤ|ʌ̥̃|ʌ̥̤|ʌ̥̯|ʌ̯ː|ʌ̯̃|ʌ̰ː|ʌ̰ˠ|ʌ̰ˤ|ʌ̰̃|oˀ|oː|oˑ|o˞|oˠ|oˤ|ò|ó|ô|õ|ŏ|ö|o̘|o̙|o̜|o̝|o̞|o̟|o̠|o̤|o̥|o̯|o̰|o̹|uˀ|uː|uˑ|u˞|uˤ|ú|û|ũ|ŭ|ü|u̘|u̙|u̜|u̝|u̞|u̟|u̠|ṳ|u̥|u̯|ṵ|u̹|ɑˀ|ɑː|ɑˑ|ɑ˞|ɑˠ|ɑˤ|ɑ́|ɑ̂|ɑ̃|ɑ̄|ɑ̆|ɑ̈|ɑ̘|ɑ̙|ɑ̝|ɑ̞|ɑ̟|ɑ̠|ɑ̤|ɑ̥|ɑ̯|ɑ̰|ɑ̹|ɒˀ|ɒː|ɒˑ|ɒ˞|ɒˠ|ɒˤ|ɒ̃|ɒ̆|ɒ̈|ɒ̘|ɒ̙|ɒ̝|ɒ̞|ɒ̟|ɒ̠|ɒ̤|ɒ̥|ɒ̯|ɒ̰|ɔˀ|ɔː|ɔˑ|ɔ˞|ɔˠ|ɔˤ|ɔ̂|ɔ̃|ɔ̆|ɔ̈|ɔ̘|ɔ̙|ɔ̜|ɔ̝|ɔ̞|ɔ̟|ɔ̠|ɔ̤|ɔ̥|ɔ̯|ɔ̰|ɔ̹|ɤˀ|ɤː|ɤˑ|ɤ˞|ɤˠ|ɤˤ|ɤ̃|ɤ̆|ɤ̈|ɤ̘|ɤ̙|ɤ̝|ɤ̞|ɤ̟|ɤ̠|ɤ̤|ɤ̥|ɤ̯|ɤ̰|ɯˀ|ɯː|ɯˑ|ɯ˞|ɯˤ|ɯ̃|ɯ̆|ɯ̈|ɯ̌|ɯ̘|ɯ̙|ɯ̝|ɯ̞|ɯ̟|ɯ̠|ɯ̤|ɯ̥|ɯ̯|ɯ̰|ɿˠ|ɿ̰|ɿ̹|ʌˀ|ʌː|ʌ˞|ʌˠ|ʌˤ|ʌ̃|ʌ̆|ʌ̈|ʌ̘|ʌ̙|ʌ̝|ʌ̞|ʌ̟|ʌ̠|ʌ̤|ʌ̥|ʌ̯|ʌ̰|ʮˀ|ʮː|o|u|ɑ|ɒ|ɔ|ɤ|ɯ|ɿ|ʌ|ʮ
